survey_id,company_id,customer_id,survey_date,satisfaction_score,preferred_feature,purchase_factor,improvement_area,would_recommend
SRV014802,C002,CUST05411,2025-10-20,2,More smart features,Durability,Comfort,No
SRV014803,C010,CUST07673,2023-02-08,8,More smart features,Brand reputation,Price,Yes
SRV014804,C010,CUST09883,2025-07-10,10,Improved durability,Customer reviews,Durability,Yes
SRV014805,C006,CUST08284,2023-04-10,1,Longer battery life,Brand reputation,Customer support,No
SRV014806,C007,CUST07229,2023-07-14,4,Improved durability,Brand reputation,Durability,No
SRV014807,C007,CUST00330,2024-11-10,2,Improved comfort,Performance,Price,No
SRV014808,C006,CUST07946,2024-11-28,8,Improved comfort,Performance,Design,Yes
SRV014809,C007,CUST08689,2024-06-24,1,Improved comfort,Quality,Performance,No
SRV014810,C002,CUST09852,2023-05-04,7,Lower price,Features,Durability,Yes
SRV014811,C005,CUST01343,2025-06-18,8,Lower price,Design,Customer support,Yes
SRV014812,C008,CUST00610,2025-08-11,5,Improved comfort,Price,Price,No
SRV014813,C009,CUST00594,2024-03-14,2,Improved comfort,Customer reviews,Comfort,No
SRV014814,C002,CUST04742,2023-12-24,2,Better performance,Durability,Customer support,No
SRV014815,C002,CUST06138,2025-08-06,2,Longer battery life,Durability,Durability,No
SRV014816,C008,CUST07315,2024-07-21,8,Better design,Price,Design,Yes
SRV014817,C009,CUST00003,2024-02-08,10,Improved comfort,Customer reviews,Performance,Yes
SRV014818,C007,CUST02222,2025-08-21,9,More smart features,Brand reputation,Customer support,Yes
SRV014819,C005,CUST00584,2025-11-18,7,Longer battery life,Features,Battery life,Yes
SRV014820,C007,CUST04789,2023-02-21,5,More smart features,Quality,Design,No
SRV014821,C010,CUST08927,2025-06-23,10,Better performance,Durability,Customer support,Yes
SRV014822,C007,CUST04312,2025-03-06,2,Better design,Customer reviews,Battery life,No
SRV014823,C007,CUST02798,2025-10-28,2,Better performance,Price,Customer support,No
SRV014824,C001,CUST08943,2024-12-20,6,Improved comfort,Customer reviews,Software,No
SRV014825,C009,CUST09794,2023-09-03,3,Improved durability,Quality,Battery life,No
SRV014826,C009,CUST00629,2024-03-23,9,Better design,Design,Customer support,Yes
SRV014827,C004,CUST05191,2025-08-09,9,Lower price,Quality,Price,Yes
SRV014828,C008,CUST00875,2025-03-03,8,Improved durability,Price,Durability,Yes
SRV014829,C002,CUST02787,2024-09-01,8,Better software,Brand reputation,Price,Yes
SRV014830,C007,CUST04482,2025-04-02,8,Improved comfort,Features,Comfort,Yes
SRV014831,C008,CUST01464,2025-03-02,2,Improved durability,Quality,Customer support,No
SRV014832,C006,CUST06273,2023-06-23,1,Improved comfort,Price,Comfort,No
SRV014833,C007,CUST08681,2025-12-30,7,Lower price,Quality,Performance,Yes
SRV014834,C010,CUST09055,2024-08-27,8,Lower price,Customer reviews,Performance,Yes
SRV014835,C003,CUST03035,2024-02-13,9,Better software,Design,Customer support,Yes
SRV014836,C008,CUST08096,2025-04-25,4,Improved comfort,Design,Durability,No
SRV014837,C006,CUST06708,2025-06-30,2,Better software,Performance,Price,No
SRV014838,C010,CUST02868,2024-04-03,2,Improved comfort,Customer reviews,Customer support,No
SRV014839,C001,CUST04455,2023-06-12,6,Improved comfort,Quality,Price,No
SRV014840,C004,CUST07772,2023-01-02,5,Better design,Durability,Performance,No
SRV014841,C006,CUST07946,2023-10-15,10,Better performance,Performance,Performance,Yes
SRV014842,C004,CUST04510,2025-03-03,4,Lower price,Performance,Performance,No
SRV014843,C005,CUST01894,2023-11-27,9,More smart features,Quality,Comfort,Yes
SRV014844,C010,CUST09199,2023-01-10,9,Better performance,Customer reviews,Performance,Yes
SRV014845,C005,CUST03837,2023-09-02,6,Improved durability,Brand reputation,Software,No
SRV014846,C007,CUST09081,2024-03-07,5,Better design,Price,Durability,No
SRV014847,C003,CUST00793,2024-08-30,2,Better software,Customer reviews,Performance,No
SRV014848,C006,CUST04690,2024-04-27,10,Better performance,Features,Customer support,Yes
SRV014849,C007,CUST05389,2025-03-10,9,Improved durability,Customer reviews,Design,Yes
SRV014850,C003,CUST02170,2024-07-16,4,Improved durability,Brand reputation,Software,No
SRV014851,C003,CUST03100,2024-03-09,7,Improved durability,Performance,Design,Yes
SRV014852,C007,CUST03268,2025-01-21,7,Better design,Customer reviews,Performance,Yes
SRV014853,C001,CUST03044,2025-11-13,10,Improved durability,Features,Comfort,Yes
SRV014854,C004,CUST08781,2024-12-01,7,Better performance,Features,Battery life,Yes
SRV014855,C008,CUST00030,2024-11-14,3,Lower price,Customer reviews,Performance,No
SRV014856,C006,CUST02731,2025-02-05,4,More smart features,Features,Battery life,No
SRV014857,C010,CUST04470,2025-07-21,8,Improved comfort,Quality,Customer support,Yes
SRV014858,C002,CUST00995,2025-02-12,4,Lower price,Performance,Customer support,No
SRV014859,C004,CUST03808,2025-11-16,5,Better design,Customer reviews,Software,No
SRV014860,C009,CUST02373,2024-03-17,6,Better design,Quality,Design,No
SRV014861,C010,CUST08141,2024-06-16,7,Improved comfort,Customer reviews,Comfort,Yes
SRV014862,C005,CUST02974,2023-04-12,2,Improved comfort,Design,Customer support,No
SRV014863,C003,CUST09868,2023-05-03,2,Longer battery life,Features,Comfort,No
SRV014864,C003,CUST01606,2024-03-16,4,Better performance,Quality,Design,No
SRV014865,C009,CUST01429,2025-07-08,10,Improved durability,Design,Software,Yes
SRV014866,C005,CUST05178,2023-12-21,8,Better software,Durability,Durability,Yes
SRV014867,C006,CUST08846,2024-01-11,5,Improved comfort,Brand reputation,Comfort,No
SRV014868,C006,CUST01993,2025-06-11,7,Better design,Customer reviews,Comfort,Yes
SRV014869,C004,CUST03986,2024-04-01,1,Better software,Durability,Customer support,No
SRV014870,C008,CUST01515,2023-10-18,4,Improved durability,Durability,Software,No
SRV014871,C006,CUST08549,2024-04-04,4,Better design,Durability,Software,No
SRV014872,C010,CUST06150,2024-12-30,5,Improved comfort,Customer reviews,Comfort,No
SRV014873,C004,CUST08856,2025-01-10,5,Better performance,Durability,Durability,No
SRV014874,C005,CUST03250,2024-07-22,10,Improved durability,Quality,Battery life,Yes
SRV014875,C004,CUST03358,2023-11-30,10,Better software,Brand reputation,Design,Yes
SRV014876,C005,CUST08409,2024-12-13,10,Longer battery life,Design,Customer support,Yes
SRV014877,C004,CUST08578,2023-08-09,6,More smart features,Durability,Comfort,No
SRV014878,C010,CUST09984,2024-11-22,3,More smart features,Performance,Design,No
SRV014879,C007,CUST00317,2023-05-12,3,Lower price,Price,Design,No
SRV014880,C004,CUST01909,2024-03-11,9,Better performance,Design,Battery life,Yes
SRV014881,C009,CUST00867,2024-05-27,10,Longer battery life,Customer reviews,Comfort,Yes
SRV014882,C001,CUST01191,2024-04-10,4,Better performance,Brand reputation,Price,No
SRV014883,C002,CUST02451,2023-01-08,10,Better software,Features,Software,Yes
SRV014884,C005,CUST04855,2024-04-29,7,More smart features,Design,Price,Yes
SRV014885,C009,CUST08174,2024-12-15,8,Longer battery life,Quality,Customer support,Yes
SRV014886,C003,CUST03301,2025-08-24,9,More smart features,Features,Customer support,Yes
SRV014887,C010,CUST09055,2024-11-22,8,Better design,Durability,Software,Yes
SRV014888,C006,CUST08024,2024-05-29,10,Improved comfort,Durability,Software,Yes
SRV014889,C001,CUST03545,2023-01-10,2,Better performance,Price,Performance,No
SRV014890,C004,CUST04657,2023-12-05,10,Longer battery life,Price,Design,Yes
SRV014891,C002,CUST09894,2023-06-19,1,Improved durability,Durability,Comfort,No
SRV014892,C005,CUST07174,2025-02-10,7,Longer battery life,Brand reputation,Battery life,Yes
SRV014893,C005,CUST01812,2023-07-14,1,Better design,Brand reputation,Design,No
SRV014894,C006,CUST02625,2023-12-29,6,Improved comfort,Performance,Price,No
SRV014895,C009,CUST05143,2023-02-23,3,Better performance,Features,Price,No
SRV014896,C004,CUST06211,2024-05-25,4,Improved comfort,Performance,Price,No
SRV014897,C004,CUST09594,2025-09-21,9,Better software,Customer reviews,Durability,Yes
SRV014898,C006,CUST00255,2024-02-15,1,Improved comfort,Features,Price,No
SRV014899,C009,CUST05559,2025-11-29,9,Better software,Price,Battery life,Yes
SRV014900,C010,CUST03132,2023-01-11,1,Lower price,Durability,Comfort,No
SRV014901,C003,CUST07297,2023-10-22,5,Better performance,Performance,Battery life,No
SRV014902,C002,CUST00735,2025-05-08,6,Improved comfort,Features,Comfort,No
SRV014903,C006,CUST00554,2025-09-16,1,Better performance,Quality,Durability,No
SRV014904,C006,CUST00642,2023-04-07,10,Improved comfort,Price,Durability,Yes
SRV014905,C009,CUST03562,2024-12-13,2,More smart features,Brand reputation,Customer support,No
SRV014906,C004,CUST06245,2023-03-08,2,Improved comfort,Customer reviews,Software,No
SRV014907,C006,CUST05727,2023-08-23,3,Better software,Customer reviews,Durability,No
SRV014908,C003,CUST06338,2023-10-03,5,More smart features,Design,Customer support,No
SRV014909,C009,CUST00474,2025-10-06,2,Improved comfort,Brand reputation,Software,No
SRV014910,C004,CUST09473,2023-11-06,3,Better performance,Features,Design,No
SRV014911,C006,CUST04565,2025-12-05,1,Improved durability,Durability,Performance,No
SRV014912,C008,CUST09220,2023-09-19,10,Improved comfort,Customer reviews,Battery life,Yes
SRV014913,C010,CUST08580,2025-02-06,4,Better software,Durability,Performance,No
SRV014914,C008,CUST02935,2023-06-21,2,Improved comfort,Features,Customer support,No
SRV014915,C006,CUST04595,2023-11-09,9,Better performance,Design,Battery life,Yes
SRV014916,C006,CUST08054,2023-12-03,10,Better design,Performance,Customer support,Yes
SRV014917,C004,CUST00263,2025-07-20,5,Lower price,Quality,Design,No
SRV014918,C002,CUST03961,2024-08-16,1,Lower price,Features,Software,No
SRV014919,C008,CUST08398,2025-12-16,9,Better design,Features,Price,Yes
SRV014920,C009,CUST02526,2023-06-09,2,More smart features,Brand reputation,Customer support,No
SRV014921,C010,CUST08065,2023-01-18,3,Lower price,Performance,Design,No
SRV014922,C006,CUST09600,2025-01-25,10,Improved comfort,Features,Software,Yes
SRV014923,C008,CUST09590,2025-05-11,4,Better design,Brand reputation,Performance,No
SRV014924,C008,CUST09601,2023-06-03,10,Lower price,Customer reviews,Battery life,Yes
SRV014925,C007,CUST00877,2023-05-25,8,Improved comfort,Features,Durability,Yes
SRV014926,C005,CUST09438,2023-06-24,10,Longer battery life,Quality,Battery life,Yes
SRV014927,C005,CUST07165,2025-06-08,3,Better design,Customer reviews,Price,No
SRV014928,C004,CUST05736,2025-05-22,8,Better performance,Brand reputation,Comfort,Yes
SRV014929,C002,CUST06193,2023-04-05,2,Better software,Customer reviews,Software,No
SRV014930,C002,CUST08046,2024-04-06,1,Improved comfort,Quality,Design,No
SRV014931,C006,CUST05829,2025-06-11,7,Better design,Brand reputation,Durability,Yes
SRV014932,C007,CUST06297,2024-04-23,10,More smart features,Design,Comfort,Yes
SRV014933,C009,CUST05181,2023-11-12,9,Better software,Design,Durability,Yes
SRV014934,C009,CUST09406,2023-09-13,3,Better software,Durability,Comfort,No
SRV014935,C006,CUST07913,2024-11-22,10,Better software,Features,Design,Yes
SRV014936,C002,CUST01028,2023-11-07,4,Better design,Quality,Customer support,No
SRV014937,C007,CUST07701,2025-10-12,4,Better software,Design,Comfort,No
SRV014938,C007,CUST02801,2024-10-10,5,Better software,Quality,Customer support,No
SRV014939,C010,CUST04955,2024-12-03,6,Improved durability,Performance,Customer support,No
SRV014940,C006,CUST07936,2023-04-07,7,Better software,Durability,Durability,Yes
SRV014941,C010,CUST05689,2023-04-20,10,Better software,Performance,Battery life,Yes
SRV014942,C003,CUST03534,2025-01-29,7,Better software,Features,Durability,Yes
SRV014943,C004,CUST09325,2023-12-24,4,Better design,Design,Performance,No
SRV014944,C004,CUST01727,2023-04-03,2,Improved durability,Performance,Battery life,No
SRV014945,C009,CUST09469,2024-07-14,10,More smart features,Durability,Durability,Yes
SRV014946,C010,CUST04335,2024-03-22,6,Better software,Brand reputation,Comfort,No
SRV014947,C005,CUST04351,2023-02-21,3,More smart features,Performance,Price,No
SRV014948,C007,CUST05812,2023-06-26,8,Lower price,Durability,Comfort,Yes
SRV014949,C003,CUST06208,2024-12-08,2,Lower price,Durability,Customer support,No
SRV014950,C005,CUST03125,2025-07-20,1,Improved comfort,Features,Customer support,No
SRV014951,C001,CUST08280,2025-04-03,2,Longer battery life,Design,Design,No
SRV014952,C010,CUST06707,2024-06-18,7,Improved comfort,Design,Performance,Yes
SRV014953,C001,CUST09397,2025-10-17,5,Improved durability,Design,Price,No
SRV014954,C008,CUST09941,2024-04-16,10,Better software,Price,Software,Yes
SRV014955,C001,CUST05894,2025-11-04,4,Better performance,Brand reputation,Performance,No
SRV014956,C004,CUST02277,2023-08-07,9,Better performance,Design,Price,Yes
SRV014957,C005,CUST01707,2025-05-17,2,Improved durability,Durability,Comfort,No
SRV014958,C004,CUST06040,2024-07-29,1,Better software,Price,Design,No
SRV014959,C010,CUST06457,2025-08-20,10,Improved comfort,Brand reputation,Design,Yes
SRV014960,C007,CUST01629,2025-10-12,9,Better design,Price,Performance,Yes
SRV014961,C003,CUST05533,2023-12-25,3,Better design,Price,Price,No
SRV014962,C010,CUST04769,2024-12-11,4,Improved comfort,Customer reviews,Customer support,No
SRV014963,C010,CUST02218,2025-08-13,8,Longer battery life,Performance,Price,Yes
SRV014964,C006,CUST06595,2023-04-13,4,Improved durability,Quality,Performance,No
SRV014965,C007,CUST04474,2025-02-21,3,Lower price,Customer reviews,Durability,No
SRV014966,C010,CUST04300,2024-10-09,10,Longer battery life,Performance,Comfort,Yes
SRV014967,C008,CUST03286,2025-09-11,6,Improved durability,Design,Software,No
SRV014968,C010,CUST02677,2023-06-07,1,Better performance,Performance,Software,No
SRV014969,C007,CUST03585,2025-01-09,6,Lower price,Performance,Durability,No
SRV014970,C004,CUST00608,2024-03-14,3,Better performance,Customer reviews,Performance,No
SRV014971,C008,CUST08967,2023-01-27,2,Better software,Design,Comfort,No
SRV014972,C010,CUST02068,2024-12-07,8,Better performance,Durability,Performance,Yes
SRV014973,C007,CUST03088,2023-01-31,3,Improved durability,Brand reputation,Customer support,No
SRV014974,C007,CUST09329,2023-10-13,1,Improved comfort,Design,Price,No
SRV014975,C002,CUST09944,2024-11-27,5,Better software,Customer reviews,Design,No
SRV014976,C009,CUST00305,2023-06-29,5,Improved comfort,Design,Software,No
SRV014977,C005,CUST04855,2024-03-08,10,Lower price,Quality,Customer support,Yes
SRV014978,C007,CUST01098,2025-10-10,3,Better design,Price,Durability,No
SRV014979,C003,CUST06883,2023-10-13,7,Lower price,Design,Durability,Yes
SRV014980,C002,CUST03597,2025-01-11,2,Improved durability,Features,Customer support,No
SRV014981,C010,CUST00468,2024-05-25,5,Improved comfort,Features,Design,No
SRV014982,C010,CUST05546,2023-11-13,6,Better software,Performance,Software,No
SRV014983,C005,CUST04469,2025-02-18,4,Improved durability,Durability,Design,No
SRV014984,C001,CUST01628,2025-08-25,5,Improved comfort,Performance,Software,No
SRV014985,C004,CUST02758,2025-09-10,4,More smart features,Quality,Performance,No
SRV014986,C005,CUST03627,2025-11-03,1,Lower price,Design,Customer support,No
SRV014987,C009,CUST06590,2025-02-23,3,Improved durability,Features,Customer support,No
SRV014988,C010,CUST09839,2024-06-20,9,Better software,Features,Price,Yes
SRV014989,C010,CUST05671,2023-10-30,3,Better performance,Durability,Comfort,No
SRV014990,C007,CUST09832,2025-10-07,6,Better design,Durability,Performance,No
SRV014991,C007,CUST01711,2024-02-21,3,Better software,Performance,Comfort,No
SRV014992,C009,CUST07671,2025-05-14,9,Improved comfort,Design,Battery life,Yes
SRV014993,C004,CUST03945,2023-07-01,10,Lower price,Quality,Design,Yes
SRV014994,C003,CUST08596,2023-11-30,10,More smart features,Design,Customer support,Yes
SRV014995,C010,CUST05476,2024-05-12,5,Better design,Quality,Design,No
SRV014996,C002,CUST06916,2024-09-24,10,Improved comfort,Brand reputation,Performance,Yes
SRV014997,C005,CUST07200,2024-05-29,5,Lower price,Performance,Durability,No
SRV014998,C002,CUST02372,2024-03-17,10,Improved comfort,Quality,Performance,Yes
SRV014999,C010,CUST08425,2023-08-13,10,Better software,Quality,Customer support,Yes
SRV015000,C005,CUST07356,2023-03-05,1,Better performance,Price,Design,No
SRV015001,C003,CUST01420,2024-01-14,8,Better performance,Brand reputation,Design,Yes
SRV015002,C001,CUST05427,2023-01-30,10,Lower price,Design,Durability,Yes
SRV015003,C009,CUST08291,2025-10-03,6,Longer battery life,Customer reviews,Price,No
SRV015004,C008,CUST04269,2024-07-04,7,Better performance,Brand reputation,Design,Yes
SRV015005,C005,CUST04692,2025-10-05,2,Lower price,Quality,Performance,No
SRV015006,C003,CUST01390,2025-10-10,4,Better software,Design,Price,No
SRV015007,C002,CUST04823,2025-03-21,8,Better software,Quality,Software,Yes
SRV015008,C008,CUST01946,2023-08-14,2,Improved durability,Customer reviews,Durability,No
SRV015009,C001,CUST09369,2025-02-14,10,Better design,Quality,Performance,Yes
SRV015010,C004,CUST09016,2024-02-06,10,Improved durability,Features,Price,Yes
SRV015011,C007,CUST09006,2025-07-26,4,Better software,Customer reviews,Software,No
SRV015012,C001,CUST07358,2024-01-25,1,Lower price,Performance,Battery life,No
SRV015013,C004,CUST01808,2025-07-20,5,Lower price,Brand reputation,Software,No
SRV015014,C005,CUST02715,2025-12-10,4,Improved durability,Features,Battery life,No
SRV015015,C010,CUST04910,2023-01-29,8,Better performance,Features,Durability,Yes
SRV015016,C003,CUST02201,2024-10-11,10,Better performance,Price,Durability,Yes
SRV015017,C007,CUST05931,2025-12-12,4,More smart features,Performance,Software,No
SRV015018,C010,CUST03577,2025-06-12,10,Lower price,Design,Customer support,Yes
SRV015019,C008,CUST04163,2023-08-19,1,Improved durability,Brand reputation,Comfort,No
SRV015020,C004,CUST09695,2025-01-04,10,More smart features,Performance,Performance,Yes
