complaint_id,company_id,product_id,customer_id,complaint_category,complaint_text,priority,status,complaint_date
CMP012759,C004,P0159,CUST00820,delivery,The delivery process was disappointing.,Medium,Open,2024-05-10
CMP004248,C007,P0340,CUST04153,quality,The product does not feel durable.,High,Resolved,2024-05-10
CMP015110,C003,P0148,CUST04316,software,The software is difficult to use.,Medium,Resolved,2024-05-10
CMP029392,C004,P0151,CUST03946,delivery,The product was delivered later than expected.,High,Open,2024-05-10
CMP022015,C001,P0022,CUST06602,delivery,My order arrived late.,Low,Resolved,2024-05-10
CMP038583,C003,P0139,CUST00410,software,The software is difficult to use.,High,Resolved,2024-05-10
CMP014728,C003,P0123,CUST09278,price,The product is too expensive for its quality.,High,Resolved,2024-05-10
CMP000916,C010,P0490,CUST02151,performance,The product does not work reliably.,High,Resolved,2024-05-10
CMP013229,C007,P0335,CUST08091,software,The product software needs improvement.,Critical,In Progress,2024-05-10
CMP024456,C008,P0388,CUST04669,performance,The product performance is not as expected.,Medium,Closed,2024-05-10
CMP016620,C004,P0175,CUST08588,quality,The product quality is disappointing.,Low,Closed,2024-05-10
CMP016120,C004,P0194,CUST09211,battery,I have to charge the product too frequently.,High,In Progress,2024-05-10
CMP026361,C001,P0019,CUST05682,battery,I have to charge the product too frequently.,Medium,Resolved,2024-05-10
CMP038547,C008,P0385,CUST05577,battery,I have to charge the product too frequently.,Low,In Progress,2024-05-10
CMP041614,C002,P0095,CUST06852,quality,The build quality could be much better.,Medium,Resolved,2024-05-10
CMP009790,C009,P0436,CUST04418,price,I expected better quality at this price.,Medium,Resolved,2024-05-10
CMP034216,C008,P0378,CUST07812,price,The product is too expensive for its quality.,Low,In Progress,2024-05-10
CMP045257,C006,P0259,CUST05337,performance,The performance has become inconsistent.,Low,Resolved,2024-05-10
CMP013436,C006,P0265,CUST00533,performance,The product is slow and sometimes stops responding.,High,Resolved,2024-05-10
CMP015885,C001,P0029,CUST07558,comfort,The design causes discomfort after extended use.,High,Closed,2024-05-10
CMP047921,C006,P0252,CUST08232,comfort,The product needs a more comfortable design.,High,Resolved,2024-05-10
CMP026090,C008,P0378,CUST04738,comfort,The product needs a more comfortable design.,Medium,Resolved,2024-05-10
CMP022250,C001,P0020,CUST01154,battery,Battery life is much lower than expected.,High,Resolved,2024-05-10
CMP021251,C003,P0145,CUST06993,battery,I have to charge the product too frequently.,Low,Closed,2024-05-10
CMP022269,C001,P0021,CUST01989,quality,The build quality could be much better.,Low,In Progress,2024-05-10
CMP039981,C006,P0294,CUST07250,battery,Battery life is much lower than expected.,Critical,Resolved,2024-05-10
CMP020447,C010,P0494,CUST01008,comfort,The product is uncomfortable during long use.,High,Resolved,2024-05-10
CMP022962,C008,P0385,CUST07705,battery,Battery performance has become poor.,High,In Progress,2024-05-10
CMP010608,C005,P0233,CUST06710,quality,The product quality is disappointing.,Low,Closed,2024-05-10
CMP027341,C010,P0477,CUST04769,comfort,The product is uncomfortable during long use.,Medium,In Progress,2024-05-10
CMP021639,C001,P0024,CUST02122,comfort,The product needs a more comfortable design.,Low,Resolved,2024-05-10
CMP018850,C003,P0144,CUST05628,battery,Battery performance has become poor.,Critical,In Progress,2024-05-10
CMP015356,C004,P0170,CUST06585,quality,The product stopped working properly after a short time.,Critical,Resolved,2024-05-10
CMP047734,C006,P0254,CUST03252,delivery,The delivery process was disappointing.,Medium,Resolved,2024-05-10
CMP045673,C001,P0016,CUST03955,battery,The battery drains very quickly.,Medium,Resolved,2024-05-10
CMP016054,C003,P0129,CUST08437,price,The price does not seem justified.,Medium,Resolved,2024-05-10
CMP002536,C010,P0486,CUST07222,delivery,The product was delivered later than expected.,Medium,Resolved,2024-05-10
CMP020509,C002,P0069,CUST05120,quality,The build quality could be much better.,High,Closed,2024-05-10
CMP032526,C003,P0121,CUST01869,price,The price does not seem justified.,Critical,Closed,2024-05-10
CMP010230,C009,P0403,CUST07734,software,The product software needs improvement.,Low,Closed,2024-05-11
CMP013526,C001,P0009,CUST03191,quality,The build quality could be much better.,Medium,Closed,2024-05-11
CMP033396,C005,P0249,CUST03380,battery,The battery drains very quickly.,Critical,Closed,2024-05-11
CMP023955,C008,P0378,CUST05950,comfort,The product is uncomfortable during long use.,Medium,Closed,2024-05-11
CMP011166,C001,P0012,CUST00312,battery,Battery performance has become poor.,Medium,Resolved,2024-05-11
CMP048780,C010,P0462,CUST08797,comfort,The product needs a more comfortable design.,Medium,Resolved,2024-05-11
CMP008276,C004,P0197,CUST00977,quality,The product stopped working properly after a short time.,Low,Closed,2024-05-11
CMP008415,C001,P0035,CUST00879,battery,The battery drains very quickly.,Medium,In Progress,2024-05-11
CMP032627,C009,P0410,CUST00153,software,The application frequently crashes.,Medium,In Progress,2024-05-11
CMP029740,C001,P0024,CUST09699,comfort,The product needs a more comfortable design.,High,Open,2024-05-11
CMP022917,C006,P0255,CUST00932,quality,The build quality could be much better.,High,In Progress,2024-05-11
CMP027678,C006,P0258,CUST09341,battery,Battery performance has become poor.,High,Resolved,2024-05-11
CMP005267,C002,P0062,CUST01897,comfort,The product needs a more comfortable design.,High,Resolved,2024-05-11
CMP041501,C004,P0192,CUST00778,software,The software is difficult to use.,Critical,Resolved,2024-05-11
CMP000348,C001,P0022,CUST09736,delivery,My order arrived late.,High,Resolved,2024-05-11
CMP036554,C008,P0369,CUST01424,battery,The battery drains very quickly.,High,Closed,2024-05-11
CMP036995,C006,P0256,CUST02441,quality,The product does not feel durable.,Medium,Resolved,2024-05-11
CMP048528,C008,P0354,CUST07469,quality,The product does not feel durable.,High,Resolved,2024-05-11
CMP027620,C004,P0185,CUST01054,quality,The product stopped working properly after a short time.,Low,Resolved,2024-05-11
CMP046142,C007,P0307,CUST09974,battery,The battery drains very quickly.,Medium,Resolved,2024-05-11
CMP000790,C008,P0367,CUST09607,battery,The battery drains very quickly.,Low,Closed,2024-05-11
CMP049761,C008,P0384,CUST04668,quality,The product quality is disappointing.,High,Resolved,2024-05-11
CMP010420,C001,P0020,CUST09391,battery,Battery life is much lower than expected.,High,Closed,2024-05-11
CMP044796,C008,P0355,CUST08849,delivery,The delivery process was disappointing.,High,Resolved,2024-05-11
CMP003882,C009,P0450,CUST07167,software,The software is difficult to use.,Medium,Resolved,2024-05-11
CMP015502,C008,P0364,CUST08004,quality,The product stopped working properly after a short time.,Low,Open,2024-05-11
CMP032367,C008,P0385,CUST04414,price,I expected better quality at this price.,High,Resolved,2024-05-11
CMP043007,C008,P0398,CUST01218,software,The software has several problems.,High,Resolved,2024-05-11
CMP036689,C004,P0194,CUST06673,battery,I have to charge the product too frequently.,Medium,Resolved,2024-05-11
CMP006645,C005,P0249,CUST05180,performance,The performance has become inconsistent.,Low,Resolved,2024-05-11
CMP042815,C008,P0384,CUST02495,delivery,The product was delivered later than expected.,Low,Closed,2024-05-11
CMP000465,C005,P0207,CUST06229,performance,The performance has become inconsistent.,Medium,Resolved,2024-05-11
CMP000294,C010,P0461,CUST06664,software,The application frequently crashes.,Low,Closed,2024-05-11
CMP024618,C010,P0465,CUST01517,software,The software is difficult to use.,High,Resolved,2024-05-11
CMP046873,C007,P0330,CUST01062,performance,The product performance is not as expected.,Medium,Open,2024-05-11
CMP039348,C005,P0231,CUST00273,quality,The build quality could be much better.,High,Resolved,2024-05-11
CMP018920,C003,P0141,CUST04726,software,The software has several problems.,High,Closed,2024-05-11
CMP001145,C008,P0379,CUST08500,battery,Battery performance has become poor.,Medium,Resolved,2024-05-11
CMP001652,C006,P0292,CUST00456,performance,The performance has become inconsistent.,Medium,Resolved,2024-05-11
CMP003035,C007,P0332,CUST01759,performance,The product is slow and sometimes stops responding.,High,Closed,2024-05-11
CMP045290,C001,P0027,CUST02156,quality,The product does not feel durable.,High,Resolved,2024-05-11
CMP041376,C002,P0063,CUST09303,battery,The battery drains very quickly.,Medium,Resolved,2024-05-12
CMP005286,C004,P0197,CUST06886,performance,The product is slow and sometimes stops responding.,High,Resolved,2024-05-12
CMP039406,C004,P0182,CUST08218,battery,Battery performance has become poor.,Medium,Closed,2024-05-12
CMP010529,C008,P0363,CUST00963,comfort,The product is uncomfortable during long use.,High,Open,2024-05-12
CMP019106,C006,P0252,CUST07816,delivery,The delivery process was disappointing.,Medium,Closed,2024-05-12
CMP041994,C004,P0199,CUST02160,price,I expected better quality at this price.,Medium,In Progress,2024-05-12
CMP049039,C001,P0042,CUST00683,comfort,The product is uncomfortable during long use.,Medium,Resolved,2024-05-12
CMP047764,C007,P0334,CUST05730,performance,The performance has become inconsistent.,Medium,Closed,2024-05-12
CMP000379,C008,P0356,CUST00863,comfort,The product needs a more comfortable design.,Medium,In Progress,2024-05-12
CMP016637,C002,P0059,CUST06241,performance,The product performance is not as expected.,Medium,Resolved,2024-05-12
CMP031040,C005,P0239,CUST00861,battery,Battery performance has become poor.,Medium,Resolved,2024-05-12
CMP040553,C004,P0192,CUST02870,price,The price does not seem justified.,Low,Resolved,2024-05-12
CMP028937,C002,P0092,CUST02302,quality,The product quality is disappointing.,Medium,Closed,2024-05-12
CMP003542,C007,P0340,CUST07813,quality,The product quality is disappointing.,High,Closed,2024-05-12
CMP035555,C007,P0338,CUST06904,software,The product software needs improvement.,Low,Resolved,2024-05-12
CMP031727,C001,P0013,CUST08541,performance,The product performance is not as expected.,High,In Progress,2024-05-12
CMP017419,C009,P0450,CUST08748,battery,I have to charge the product too frequently.,High,Closed,2024-05-12
CMP013698,C008,P0352,CUST07257,battery,Battery performance has become poor.,Low,Open,2024-05-12
CMP024621,C007,P0338,CUST08508,battery,I have to charge the product too frequently.,Medium,In Progress,2024-05-12
CMP014308,C005,P0230,CUST03744,price,I expected better quality at this price.,High,Resolved,2024-05-12
CMP015611,C010,P0453,CUST01902,quality,The build quality could be much better.,High,Closed,2024-05-12
CMP041029,C007,P0321,CUST07147,quality,The build quality could be much better.,High,In Progress,2024-05-12
CMP002749,C001,P0042,CUST00855,delivery,My order arrived late.,High,Resolved,2024-05-12
CMP041423,C008,P0365,CUST00926,comfort,The design causes discomfort after extended use.,High,In Progress,2024-05-12
CMP007707,C002,P0091,CUST02155,quality,The product does not feel durable.,High,Resolved,2024-05-12
CMP018246,C003,P0133,CUST09854,battery,Battery performance has become poor.,Medium,Open,2024-05-12
CMP040933,C006,P0278,CUST05105,performance,The performance has become inconsistent.,Low,Resolved,2024-05-12
CMP042065,C010,P0453,CUST04059,quality,The product quality is disappointing.,Medium,Closed,2024-05-12
CMP011971,C001,P0019,CUST07521,price,I expected better quality at this price.,High,Resolved,2024-05-12
CMP049166,C002,P0071,CUST03600,delivery,My order arrived late.,High,Resolved,2024-05-12
CMP022625,C008,P0398,CUST08276,software,The application frequently crashes.,Low,Resolved,2024-05-12
CMP027392,C007,P0310,CUST01040,quality,The product stopped working properly after a short time.,Medium,Resolved,2024-05-12
CMP041627,C002,P0075,CUST07741,price,I expected better quality at this price.,Low,Resolved,2024-05-12
CMP016833,C002,P0057,CUST05870,battery,Battery life is much lower than expected.,Low,Resolved,2024-05-12
CMP043456,C007,P0323,CUST07952,quality,The product stopped working properly after a short time.,Low,Resolved,2024-05-12
CMP017897,C007,P0339,CUST09623,software,The software is difficult to use.,Medium,In Progress,2024-05-12
CMP006260,C004,P0172,CUST06925,quality,The build quality could be much better.,High,Resolved,2024-05-12
CMP032116,C007,P0308,CUST03498,price,I expected better quality at this price.,Medium,Resolved,2024-05-12
CMP043783,C006,P0266,CUST00151,delivery,The product was delivered later than expected.,Medium,Resolved,2024-05-12
CMP044068,C001,P0009,CUST01421,quality,The product quality is disappointing.,Medium,Resolved,2024-05-12
CMP003954,C001,P0025,CUST08550,quality,The product does not feel durable.,Low,Resolved,2024-05-12
CMP002587,C001,P0018,CUST03870,comfort,The product is uncomfortable during long use.,High,Closed,2024-05-12
CMP049125,C007,P0303,CUST04344,battery,The battery drains very quickly.,High,Closed,2024-05-12
CMP008544,C002,P0054,CUST09427,software,The software is difficult to use.,Medium,Resolved,2024-05-12
CMP039165,C002,P0056,CUST04081,price,I expected better quality at this price.,Medium,Resolved,2024-05-12
CMP046236,C010,P0499,CUST03045,quality,The product quality is disappointing.,Low,Resolved,2024-05-12
CMP016491,C003,P0102,CUST00876,comfort,The product is uncomfortable during long use.,Low,Resolved,2024-05-12
CMP017883,C008,P0363,CUST04476,comfort,The product is uncomfortable during long use.,High,Open,2024-05-12
CMP011800,C005,P0234,CUST04400,performance,The product performance is not as expected.,High,Open,2024-05-12
CMP016520,C006,P0274,CUST07652,performance,The product performance is not as expected.,Medium,Resolved,2024-05-12
CMP004922,C005,P0249,CUST01456,performance,The product is slow and sometimes stops responding.,Medium,Resolved,2024-05-13
CMP043086,C010,P0480,CUST00085,delivery,My order arrived late.,Medium,In Progress,2024-05-13
CMP049069,C010,P0494,CUST07917,performance,The product performance is not as expected.,High,Resolved,2024-05-13
CMP023134,C004,P0192,CUST08770,software,The application frequently crashes.,Medium,Closed,2024-05-13
CMP025436,C008,P0351,CUST01962,quality,The product quality is disappointing.,High,Open,2024-05-13
CMP049758,C002,P0055,CUST01271,software,The software has several problems.,Medium,Resolved,2024-05-13
CMP047802,C007,P0310,CUST02643,battery,The battery drains very quickly.,Low,Open,2024-05-13
