product_id,product_name,category,subcategory,complaint_category,complaint_count,product_pain_score,demand_problem_score,market_gap_score,market_gap_level,opportunity_score,opportunity_level,opportunity_statement,opportunity_rank
P0319,Smart Ring 319,Wearables,Smart Ring,comfort,12,30.0,52.07,35.35,Moderate Market Gap,39.33,Moderate Opportunity,Improve Wearables products by addressing comfort problems,2163
P0132,Fitness Band 132,Wearables,Fitness Band,software,12,30.0,52.05,35.35,Moderate Market Gap,39.32,Moderate Opportunity,Improve Wearables products by addressing software problems,2164
P0132,Fitness Band 132,Wearables,Fitness Band,performance,12,30.0,52.05,35.35,Moderate Market Gap,39.32,Moderate Opportunity,Improve Wearables products by addressing performance problems,2165
P0172,Air Purifier 172,Home Appliances,Air Purifier,software,10,25.0,56.26,36.23,Moderate Market Gap,39.31,Moderate Opportunity,Improve Home Appliances products by addressing software problems,2166
P0181,Smart Light 181,Home Appliances,Smart Light,delivery,16,40.0,41.26,36.23,Moderate Market Gap,39.31,Moderate Opportunity,Improve Home Appliances products by addressing delivery problems,2167
P0398,Wireless Earbuds 398,Audio,Wireless Earbuds,delivery,7,17.5,64.63,35.19,Moderate Market Gap,39.3,Moderate Opportunity,Improve Audio products by addressing delivery problems,2168
P0272,Tablet 272,Mobile,Tablet,performance,15,37.5,43.57,36.43,Moderate Market Gap,39.3,Moderate Opportunity,Improve Mobile products by addressing performance problems,2169
P0228,Fitness Watch 228,Watches,Fitness Watch,quality,20,50.0,30.7,36.86,Moderate Market Gap,39.3,Moderate Opportunity,Improve Watches products by addressing quality problems,2170
P0376,Smart Fan 376,Home Appliances,Smart Fan,price,6,15.0,66.23,36.23,Moderate Market Gap,39.3,Moderate Opportunity,Improve Home Appliances products by addressing price problems,2171
P0359,Smart Light 359,Home Appliances,Smart Light,comfort,9,22.5,58.66,36.23,Moderate Market Gap,39.28,Moderate Opportunity,Improve Home Appliances products by addressing comfort problems,2172
P0359,Smart Light 359,Home Appliances,Smart Light,delivery,9,22.5,58.66,36.23,Moderate Market Gap,39.28,Moderate Opportunity,Improve Home Appliances products by addressing delivery problems,2173
P0482,Smartphone 482,Mobile,Smartphone,performance,19,47.5,33.44,36.43,Moderate Market Gap,39.26,Moderate Opportunity,Improve Mobile products by addressing performance problems,2174
P0457,Air Purifier 457,Home Appliances,Air Purifier,performance,15,37.5,43.58,36.23,Moderate Market Gap,39.25,Moderate Opportunity,Improve Home Appliances products by addressing performance problems,2175
P0080,Wireless Earbuds 80,Audio,Wireless Earbuds,comfort,10,25.0,56.98,35.19,Moderate Market Gap,39.25,Moderate Opportunity,Improve Audio products by addressing comfort problems,2176
P0457,Air Purifier 457,Home Appliances,Air Purifier,delivery,15,37.5,43.58,36.23,Moderate Market Gap,39.25,Moderate Opportunity,Improve Home Appliances products by addressing delivery problems,2177
P0031,Fitness Band 31,Wearables,Fitness Band,quality,19,47.5,34.34,35.35,Moderate Market Gap,39.25,Moderate Opportunity,Improve Wearables products by addressing quality problems,2178
P0457,Air Purifier 457,Home Appliances,Air Purifier,price,15,37.5,43.58,36.23,Moderate Market Gap,39.25,Moderate Opportunity,Improve Home Appliances products by addressing price problems,2179
P0147,Fitness Band 147,Wearables,Fitness Band,delivery,10,25.0,56.82,35.35,Moderate Market Gap,39.24,Moderate Opportunity,Improve Wearables products by addressing delivery problems,2180
P0245,Smart Ring 245,Wearables,Smart Ring,delivery,10,25.0,56.8,35.35,Moderate Market Gap,39.24,Moderate Opportunity,Improve Wearables products by addressing delivery problems,2181
P0251,Fitness Band 251,Wearables,Fitness Band,comfort,17,42.5,39.32,35.35,Moderate Market Gap,39.24,Moderate Opportunity,Improve Wearables products by addressing comfort problems,2182
P0042,Smart Watch 42,Watches,Smart Watch,price,12,30.0,50.48,36.86,Moderate Market Gap,39.23,Moderate Opportunity,Improve Watches products by addressing price problems,2183
P0216,Headphones 216,Audio,Headphones,comfort,5,12.5,69.4,35.19,Moderate Market Gap,39.22,Moderate Opportunity,Improve Audio products by addressing comfort problems,2184
P0171,Smart Watch 171,Watches,Smart Watch,comfort,8,20.0,60.45,36.86,Moderate Market Gap,39.22,Moderate Opportunity,Improve Watches products by addressing comfort problems,2185
P0199,Smart Ring 199,Wearables,Smart Ring,delivery,7,17.5,64.24,35.35,Moderate Market Gap,39.21,Moderate Opportunity,Improve Wearables products by addressing delivery problems,2186
P0320,Smart Ring 320,Wearables,Smart Ring,delivery,13,32.5,49.19,35.35,Moderate Market Gap,39.2,Moderate Opportunity,Improve Wearables products by addressing delivery problems,2187
P0127,Smartphone 127,Mobile,Smartphone,software,6,15.0,65.78,36.43,Moderate Market Gap,39.2,Moderate Opportunity,Improve Mobile products by addressing software problems,2188
P0022,Analog Watch 22,Watches,Analog Watch,delivery,13,32.5,47.84,36.86,Moderate Market Gap,39.18,Moderate Opportunity,Improve Watches products by addressing delivery problems,2189
P0313,Smart Watch 313,Watches,Smart Watch,quality,17,42.5,37.79,36.86,Moderate Market Gap,39.16,Moderate Opportunity,Improve Watches products by addressing quality problems,2190
P0122,Smart Fan 122,Home Appliances,Smart Fan,delivery,9,22.5,58.33,36.23,Moderate Market Gap,39.16,Moderate Opportunity,Improve Home Appliances products by addressing delivery problems,2191
P0499,Tablet 499,Mobile,Tablet,performance,12,30.0,50.57,36.43,Moderate Market Gap,39.13,Moderate Opportunity,Improve Mobile products by addressing performance problems,2192
P0469,Smart Ring 469,Wearables,Smart Ring,delivery,12,30.0,51.5,35.35,Moderate Market Gap,39.13,Moderate Opportunity,Improve Wearables products by addressing delivery problems,2193
P0294,Smart Ring 294,Wearables,Smart Ring,comfort,9,22.5,58.98,35.35,Moderate Market Gap,39.12,Moderate Opportunity,Improve Wearables products by addressing comfort problems,2194
P0391,Smart Light 391,Home Appliances,Smart Light,software,11,27.5,53.23,36.23,Moderate Market Gap,39.12,Moderate Opportunity,Improve Home Appliances products by addressing software problems,2195
P0355,Analog Watch 355,Watches,Analog Watch,performance,18,45.0,35.17,36.86,Moderate Market Gap,39.12,Moderate Opportunity,Improve Watches products by addressing performance problems,2196
P0343,Tablet 343,Mobile,Tablet,price,15,37.5,43.06,36.43,Moderate Market Gap,39.12,Moderate Opportunity,Improve Mobile products by addressing price problems,2197
P0405,Air Purifier 405,Home Appliances,Air Purifier,delivery,5,12.5,68.21,36.23,Moderate Market Gap,39.12,Moderate Opportunity,Improve Home Appliances products by addressing delivery problems,2198
P0391,Smart Light 391,Home Appliances,Smart Light,performance,11,27.5,53.23,36.23,Moderate Market Gap,39.12,Moderate Opportunity,Improve Home Appliances products by addressing performance problems,2199
P0004,Headphones 4,Audio,Headphones,quality,15,37.5,44.08,35.19,Moderate Market Gap,39.11,Moderate Opportunity,Improve Audio products by addressing quality problems,2200
P0214,Fitness Band 214,Wearables,Fitness Band,delivery,10,25.0,56.44,35.35,Moderate Market Gap,39.11,Moderate Opportunity,Improve Wearables products by addressing delivery problems,2201
P0187,Bluetooth Speaker 187,Audio,Bluetooth Speaker,quality,18,45.0,36.59,35.19,Moderate Market Gap,39.11,Moderate Opportunity,Improve Audio products by addressing quality problems,2202
P0214,Fitness Band 214,Wearables,Fitness Band,performance,10,25.0,56.44,35.35,Moderate Market Gap,39.11,Moderate Opportunity,Improve Wearables products by addressing performance problems,2203
P0247,Bluetooth Speaker 247,Audio,Bluetooth Speaker,price,13,32.5,49.06,35.19,Moderate Market Gap,39.1,Moderate Opportunity,Improve Audio products by addressing price problems,2204
P0116,Smart Fan 116,Home Appliances,Smart Fan,performance,11,27.5,53.12,36.23,Moderate Market Gap,39.09,Moderate Opportunity,Improve Home Appliances products by addressing performance problems,2205
P0222,Air Purifier 222,Home Appliances,Air Purifier,comfort,6,15.0,65.63,36.23,Moderate Market Gap,39.09,Moderate Opportunity,Improve Home Appliances products by addressing comfort problems,2206
P0279,Tablet 279,Mobile,Tablet,delivery,11,27.5,52.96,36.43,Moderate Market Gap,39.09,Moderate Opportunity,Improve Mobile products by addressing delivery problems,2207
P0116,Smart Fan 116,Home Appliances,Smart Fan,price,11,27.5,53.12,36.23,Moderate Market Gap,39.09,Moderate Opportunity,Improve Home Appliances products by addressing price problems,2208
P0360,Analog Watch 360,Watches,Analog Watch,software,8,20.0,60.06,36.86,Moderate Market Gap,39.08,Moderate Opportunity,Improve Watches products by addressing software problems,2209
P0048,Smart Watch 48,Watches,Smart Watch,performance,15,37.5,42.55,36.86,Moderate Market Gap,39.08,Moderate Opportunity,Improve Watches products by addressing performance problems,2210
P0410,Analog Watch 410,Watches,Analog Watch,quality,19,47.5,32.53,36.86,Moderate Market Gap,39.07,Moderate Opportunity,Improve Watches products by addressing quality problems,2211
P0290,Fitness Band 290,Wearables,Fitness Band,quality,19,47.5,33.81,35.35,Moderate Market Gap,39.06,Moderate Opportunity,Improve Wearables products by addressing quality problems,2212
P0290,Fitness Band 290,Wearables,Fitness Band,battery,19,47.5,33.81,35.35,Moderate Market Gap,39.06,Moderate Opportunity,Improve Wearables products by addressing battery problems,2213
P0435,Bluetooth Speaker 435,Audio,Bluetooth Speaker,comfort,9,22.5,58.93,35.19,Moderate Market Gap,39.06,Moderate Opportunity,Improve Audio products by addressing comfort problems,2214
P0152,Wireless Earbuds 152,Audio,Wireless Earbuds,price,9,22.5,58.95,35.19,Moderate Market Gap,39.06,Moderate Opportunity,Improve Audio products by addressing price problems,2215
P0156,Wireless Earbuds 156,Audio,Wireless Earbuds,comfort,6,15.0,66.39,35.19,Moderate Market Gap,39.04,Moderate Opportunity,Improve Audio products by addressing comfort problems,2216
P0350,Analog Watch 350,Watches,Analog Watch,delivery,14,35.0,44.92,36.86,Moderate Market Gap,39.03,Moderate Opportunity,Improve Watches products by addressing delivery problems,2217
P0092,Fitness Band 92,Wearables,Fitness Band,price,9,22.5,58.71,35.35,Moderate Market Gap,39.03,Moderate Opportunity,Improve Wearables products by addressing price problems,2218
P0134,Smartphone 134,Mobile,Smartphone,comfort,12,30.0,50.27,36.43,Moderate Market Gap,39.02,Moderate Opportunity,Improve Mobile products by addressing comfort problems,2219
P0090,Smartphone 90,Mobile,Smartphone,delivery,16,40.0,40.21,36.43,Moderate Market Gap,39.0,Moderate Opportunity,Improve Mobile products by addressing delivery problems,2220
P0351,Tablet 351,Mobile,Tablet,software,11,27.5,52.67,36.43,Moderate Market Gap,38.99,Moderate Opportunity,Improve Mobile products by addressing software problems,2221
P0241,Wireless Earbuds 241,Audio,Wireless Earbuds,quality,15,37.5,43.72,35.19,Moderate Market Gap,38.98,Moderate Opportunity,Improve Audio products by addressing quality problems,2222
P0447,Smartphone 447,Mobile,Smartphone,price,12,30.0,50.12,36.43,Moderate Market Gap,38.97,Moderate Opportunity,Improve Mobile products by addressing price problems,2223
P0447,Smartphone 447,Mobile,Smartphone,comfort,12,30.0,50.12,36.43,Moderate Market Gap,38.97,Moderate Opportunity,Improve Mobile products by addressing comfort problems,2224
P0306,Fitness Band 306,Wearables,Fitness Band,performance,11,27.5,53.54,35.35,Moderate Market Gap,38.97,Moderate Opportunity,Improve Wearables products by addressing performance problems,2225
P0211,Air Purifier 211,Home Appliances,Air Purifier,delivery,7,17.5,62.77,36.23,Moderate Market Gap,38.96,Moderate Opportunity,Improve Home Appliances products by addressing delivery problems,2226
P0211,Air Purifier 211,Home Appliances,Air Purifier,comfort,7,17.5,62.77,36.23,Moderate Market Gap,38.96,Moderate Opportunity,Improve Home Appliances products by addressing comfort problems,2227
P0358,Bluetooth Speaker 358,Audio,Bluetooth Speaker,software,8,20.0,61.14,35.19,Moderate Market Gap,38.96,Moderate Opportunity,Improve Audio products by addressing software problems,2228
P0063,Fitness Band 63,Wearables,Fitness Band,delivery,11,27.5,53.45,35.35,Moderate Market Gap,38.94,Moderate Opportunity,Improve Wearables products by addressing delivery problems,2229
P0433,Smart Fan 433,Home Appliances,Smart Fan,delivery,8,20.0,60.2,36.23,Moderate Market Gap,38.94,Moderate Opportunity,Improve Home Appliances products by addressing delivery problems,2230
P0326,Smart Watch 326,Watches,Smart Watch,software,7,17.5,62.16,36.86,Moderate Market Gap,38.94,Moderate Opportunity,Improve Watches products by addressing software problems,2231
P0451,Bluetooth Speaker 451,Audio,Bluetooth Speaker,price,7,17.5,63.56,35.19,Moderate Market Gap,38.93,Moderate Opportunity,Improve Audio products by addressing price problems,2232
P0111,Smartphone 111,Mobile,Smartphone,price,5,12.5,67.48,36.43,Moderate Market Gap,38.92,Moderate Opportunity,Improve Mobile products by addressing price problems,2233
P0170,Tablet 170,Mobile,Tablet,performance,7,17.5,62.48,36.43,Moderate Market Gap,38.92,Moderate Opportunity,Improve Mobile products by addressing performance problems,2234
P0176,Smart Light 176,Home Appliances,Smart Light,performance,13,32.5,47.62,36.23,Moderate Market Gap,38.91,Moderate Opportunity,Improve Home Appliances products by addressing performance problems,2235
P0036,Smart Watch 36,Watches,Smart Watch,delivery,10,25.0,54.59,36.86,Moderate Market Gap,38.91,Moderate Opportunity,Improve Watches products by addressing delivery problems,2236
P0036,Smart Watch 36,Watches,Smart Watch,software,10,25.0,54.59,36.86,Moderate Market Gap,38.91,Moderate Opportunity,Improve Watches products by addressing software problems,2237
P0176,Smart Light 176,Home Appliances,Smart Light,software,13,32.5,47.62,36.23,Moderate Market Gap,38.91,Moderate Opportunity,Improve Home Appliances products by addressing software problems,2238
P0243,Bluetooth Speaker 243,Audio,Bluetooth Speaker,battery,20,50.0,31.01,35.19,Moderate Market Gap,38.91,Moderate Opportunity,Improve Audio products by addressing battery problems,2239
P0462,Smart Ring 462,Wearables,Smart Ring,software,9,22.5,58.28,35.35,Moderate Market Gap,38.88,Moderate Opportunity,Improve Wearables products by addressing software problems,2240
P0039,Bluetooth Speaker 39,Audio,Bluetooth Speaker,comfort,4,10.0,70.91,35.19,Moderate Market Gap,38.88,Moderate Opportunity,Improve Audio products by addressing comfort problems,2241
P0129,Air Purifier 129,Home Appliances,Air Purifier,performance,18,45.0,35.02,36.23,Moderate Market Gap,38.88,Moderate Opportunity,Improve Home Appliances products by addressing performance problems,2242
P0183,Wireless Earbuds 183,Audio,Wireless Earbuds,price,7,17.5,63.35,35.19,Moderate Market Gap,38.85,Moderate Opportunity,Improve Audio products by addressing price problems,2243
P0098,Analog Watch 98,Watches,Analog Watch,performance,12,30.0,49.37,36.86,Moderate Market Gap,38.84,Moderate Opportunity,Improve Watches products by addressing performance problems,2244
P0060,Smartphone 60,Mobile,Smartphone,price,12,30.0,49.75,36.43,Moderate Market Gap,38.84,Moderate Opportunity,Improve Mobile products by addressing price problems,2245
P0219,Smart Ring 219,Wearables,Smart Ring,delivery,12,30.0,50.65,35.35,Moderate Market Gap,38.83,Moderate Opportunity,Improve Wearables products by addressing delivery problems,2246
P0472,Smartphone 472,Mobile,Smartphone,comfort,18,45.0,34.7,36.43,Moderate Market Gap,38.82,Moderate Opportunity,Improve Mobile products by addressing comfort problems,2247
P0186,Smart Ring 186,Wearables,Smart Ring,software,6,15.0,65.58,35.35,Moderate Market Gap,38.81,Moderate Opportunity,Improve Wearables products by addressing software problems,2248
